,Age,Gender,Location,Income,Decision maker,movie ticket,medium pizza,coca cola,oven,shampoo,Leisure; entertainment and travel.1,Food and dishes.1,Commodities and groceries.1,Productivity; gadgets and technology.1,Lifestyle; beauty and clothing.1,decrease Leisure; entertainment and travel,decrease Food and dishes,decrease Commodities and groceries,decrease Productivity; gadgets and technology,decerase Lifestyle; beauty and clothing,payment preference,shopping preference,planned or preplanned,transaction frequency,willingness for additional charges,feeling towards discount_online,brand charges more than another_online,time category,movie ticket price,medium pizza price,coca cola price,oven price,shampoo price,Leisure; entertainment and travel,Food and dishes,Commodities and groceries,Productivity; gadgets and technology,Lifestyle; beauty and clothing,Age_encoded,feeling towards discount,brand charges more than another
329,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",180,149,40,35000,178,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Digital,Indifferent,Indifferent,Indifferent,0,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Underestimated,Underestimated,Accurate,Overestimated,Underestimated,2,2,1,2,2,0,1,2
330,35-54,Male,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",350,350,40,5000,70,No,No,No,No,No,No,Yes,Yes,No,No,Indifferent,Offline,Spontaneous,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Accurate,Underestimated,Underestimated,2,2,2,2,2,2,1,0
331,18-24,Male,Other,"Below Rs. 50,000",No,300,350,40,5000,70,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Offline,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,,Considerable Time,Accurate,Overestimated,Accurate,Underestimated,Underestimated,2,1,2,2,1,0,1,3
332,18-24,Male,Other,"Below Rs. 50,000",No,250,300,40,18000,140,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,1,2,1,2,2,0,2,1
333,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,300,250,30,15000,120,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Digital,Indifferent,Indifferent,,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Underestimated,Overestimated,Underestimated,1,2,1,2,2,1,1,1
334,18-24,Male,Other,,"Yes, but only for myself",350,270,20,20000,90,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Accurate,Underestimated,Overestimated,Underestimated,1,2,1,2,2,0,1,0
335,18-24,Male,Other,"Below Rs. 50,000",No,220,110,40,10000,145,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Underestimated,Accurate,Overestimated,Underestimated,2,2,1,2,2,0,1,2
336,18-24,Female,Other,"Rs. 50,000- 2,00,000",No,150,300,40,10000,300,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,No Time,Underestimated,Accurate,Accurate,Overestimated,Accurate,2,1,1,2,2,0,1,1
337,25-34,Female,Other,"Below Rs. 50,000","Yes, but only for myself",150,150,70,16000,250,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cash,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Underestimated,Underestimated,Overestimated,Overestimated,Accurate,2,2,1,2,2,1,1,0
338,18-24,Male,Bangalore,"Below Rs. 50,000",No,240,350,40,7000,120,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,1,2,1,2,0,1,0
339,18-24,Male,Bangalore,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,200,90,4000,150,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,1,2,1,1,2,0,2,2
340,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,350,40,8000,180,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,1,1,0,1,1,0,1,1
341,18-24,Male,Other,"Above Rs. 5,00,000","Yes, but only for myself",300,300,40,5000,260,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal is genuine,In most cases I feel the brand is overcharging,No Time,Accurate,Accurate,Accurate,Underestimated,Accurate,2,2,1,2,1,0,0,0
342,18-24,Male,Mumbai,"Rs. 50,000- 2,00,000","Yes, but only for myself",180,250,50,4000,40,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Digital,Indifferent,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Underestimated,Accurate,Overestimated,Underestimated,Underestimated,2,2,1,2,2,0,1,0
343,18-24,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",250,300,40,7999,85,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Digital,Online,Spontaneous,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,2,2,2,2,0,2,0
344,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",200,200,42,2000,250,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Digital,Indifferent,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Accurate,Underestimated,Accurate,1,2,1,2,2,0,2,2
345,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",200,200,42,2000,250,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Digital,Indifferent,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Accurate,Underestimated,Accurate,1,2,1,2,2,0,2,2
346,18-24,Female,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,250,100,15000,65,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Indifferent,Offline,Indifferent,Indifferent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,1,2,1,2,2,0,1,2
347,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,450,350,50,5000,300,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Cash,Offline,Pre Planned,Less Frequent,0,The deal is genuine,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Overestimated,Underestimated,Accurate,1,2,1,1,2,0,0,0
